"","name","value.var","comp","ensembl_gene_id","hgnc_symbol"
"1","ENSG00000062038",-0.825497463386033,1,"ENSG00000062038","CDH3"
"2","ENSG00000124920",0.456873161566504,1,"ENSG00000124920","MYRF"
"3","ENSG00000137673",-0.331392293488325,1,"ENSG00000137673","MMP7"
